"","PN07018NM","PN07020NM","PN07021NM","PN07022NM","PN07023NM","PN07024NM","PN07025NM","PN07026NM","PN07027NM","PN07028NM","PN07029NM","PN07030NM","PN07031NM","PN07033NM","PN07035NM","PN07036NM","PN07037NM","PN07051NM","PN07053NM","PN07054NM","PN07055NM","PN07056NM","PN07057NM","PN07058NM","PN07059NM","PN07060NM","PN07061NM","PN07062NM","PN07063NM","PN07064NM","PN07066NM","PN07068NM","PN07069NM","PN07070NM","PN07084NM","PN07086NM","PN07087NM","PN07088NM","PN07089NM","PN07090NM","PN07091NM","PN07092NM","PN07093NM","PN07094NM","PN07095NM","PN07096NM","PN07097NM","PN07099NM","PN07101NM","PN07102NM","PN07103NM","PN07117NM","PN07119NM","PN07120NM","PN07121NM","PN07122NM","PN07123NM","PN07124NM","PN07125NM","PN07126NM","PN07127NM","PN07128NM","PN07129NM","PN07130NM","PN07132NM","PN07134NM","PN07135NM","PN07136NM","PN07183NM","PN07185NM","PN07186NM","PN07187NM","PN07188NM","PN07189NM","PN07190NM","PN07191NM","PN07192NM","PN07193NM","PN07194NM","PN07195NM","PN07196NM","PN07198NM","PN07200NM","PN07201NM","PN07202NM"
Ago18,7169530.01193686,923438.859111213,179058.979162903,1157058.20947452,1503697.5844776,52236.8287187097,201467.517337419,274917.747616452,356180.57807631,147928.251651613,146865.341509032,73718.1015958065,62888.7621851613,16212.6248433419,9672.71337741935,1078505.13623439,5075.3392083871,7050975.91979624,916600.969273694,170892.324842661,1130592.97911627,1474702.20923655,51848.3859902258,197892.154652129,268131.237001933,353161.223053048,146858.428046242,144284.083501581,73535.7532181935,61512.268451871,15948.5217686935,7471.94219196774,1074341.09771234,4702.99162487097,118554.092140615,6837.88983751935,8166.65432024194,26465.2303582419,28995.3752410547,388.442728483871,3575.36268529032,6786.51061451816,3019.35502326129,1069.82360537097,2581.25800745161,182.348377612903,1376.49373329032,264.103074648387,2200.77118545161,4164.03852204839,372.347583516129,5.00629551685133,5,5,5,5.0132990743221,5,5,5.03,5,5,5,5,5,5,5,5,5,26.8513686369761,27.2807647560994,43.4140424228578,16.0576621849196,26.3987494991183,25.2857859914709,20.9912881365341,20.8773650935436,28.6156308971935,43.1574784044169,34.4483357671871,33.6021674106415,27.8562372396952,33.9783864173271,145.218758595805,78.2570832841885,0
Sep18,7214446.57680812,903151.301006627,170371.181778,1172892.07882167,1530563.59453173,52375.6766136667,206498.654957667,274473.890551,363182.963557733,149229.983318,140124.577309,69987.8945986667,63181.3442286667,15892.0577966933,9773.14336133333,1090363.35311043,4782.76619133333,7115077.16122447,897135.14289995,166744.780166183,1146467.84782912,1515401.02890586,51830.8289454167,204979.711212217,270565.755401726,361262.3272005,147605.642844517,137379.1816147,69643.7054967167,61768.3473229833,15684.15907545,6321.92194368333,1083787.52472137,3960.63580338333,99369.4155836512,6016.15810667667,3626.40161181667,26424.23099255,15162.5656258737,544.84766825,1518.94374545,3908.13514927419,1920.63635723333,1624.34047348333,2745.3956943,344.18910195,1412.99690568333,207.898721243333,3451.22141765,6575.82838906,822.13038795,5.00709803010987,5,5,5,5.0193945371184,5,5,5.0202,5,5,5,5,5,5,5,5,5,26.4991507141318,27.5149121562301,36.1706819641146,13.9272025368227,28.5061015848643,26.6822101253829,22.7586569523743,21.4978601281408,30.6064989590544,42.8153461056966,29.1538611648592,32.430789038087,24.7489667400626,34.1376927633934,154.674273195574,78.9736120491475,0
Oct18,7317654.11444517,938410.059400748,192171.149312903,1211012.52050806,1497469.59267412,52338.0555029032,208094.676829355,279846.975019355,370551.061482103,149507.186273548,140494.44235129,68662.3908370968,61020.7501206452,15793.1546407871,8522.74828032258,1078675.22091815,5129.29148,7186823.04216212,932146.197100936,190047.001675378,1179138.55192758,1474461.77058377,52008.7008543548,205798.752162097,272856.578668419,368018.876865129,148479.835268194,133398.655210903,68356.236987,59329.9058439839,15505.7198380806,6200.17350620968,1075360.15517995,4999.35277172581,130831.072283054,6263.8622998129,2124.14763752532,31873.9685804839,23007.8220903419,329.354648548387,2295.92466725806,6990.39635093548,2532.18461697419,1027.35100535484,7095.7871403871,306.153850096774,1690.84427666129,287.434802706452,2322.5747741129,3315.06573820323,129.938708274194,5.00712810486504,5,5.195,5,5.00009119294886,5,5,5,5,5,5,5,5,5,5,5,5,26.6513385280536,27.128652030497,45.6545416262808,15.8705614678216,27.3956354287118,27.6673717704009,19.9537059087673,23.112167609643,31.5327512524986,41.7247361611981,29.3206076556512,35.407517551869,30.5473753321348,33.8064208617816,149.931115740047,79.2956604175187,0
Nov18,7317457.20318504,924036.324118613,191715.61209,1186845.85807267,1501708.84027972,52663.082543,213832.060806667,284212.676194667,381887.489083667,148831.874606333,134783.993509667,69363.941766,62956.7121036667,15736.1174853733,8846.46024566667,1080199.97297304,5213.564028,7225706.68536121,920457.5400191,188806.229098933,1166826.49946552,1485164.90140089,52060.1420662667,211887.91309375,277954.798675533,375164.4495484,147473.3329321,132749.64650515,68895.3437718833,60489.74652905,15594.5063379667,6430.0187132,1077333.29954963,5150.11769726667,91750.517823829,3578.78409951333,2909.38299106667,20019.35860715,16543.9388788256,602.940476733333,1944.14771291667,6257.87751913333,6723.03953526667,1358.54167423333,2034.34700451667,468.597994116667,2466.96557461667,141.611147406667,2416.44153246667,2866.67342340667,63.4463307333333,5.00750702419671,5,5,5,5.02310998409733,5,5,5,5,5,5,5,5,5,5,5,5,27.4246843511939,26.901554942285,46.7392403001489,16.1872098556734,26.6968614201299,29.0773741961405,21.980218354345,24.8287694750141,30.7707011493497,41.6894199695409,29.4259740921407,33.4382800482733,42.4434206989157,33.590448568453,133.472556038631,79.968885125616,n.d.
Dic18,7568328.67687692,935828.726919587,238074.573134516,1204159.47032,1536333.21019564,52849.1490535484,225362.537829355,295306.660442258,379101.774456129,147648.319769032,136640.366770645,73657.0850587097,55354.0726619355,15715.0116233032,11254.9526858065,1122545.64024284,6915.00589645161,7446303.69954166,928210.345531339,234711.600106894,1178960.08239624,1512891.92940705,52194.4700349677,221424.727340806,286153.591608774,372718.597060661,146059.274669677,133655.843995177,73436.711914371,53356.3182004032,15553.5588565484,7155.21269233871,1120520.75998097,6338.5914645,122024.977335248,7618.38138824839,3362.97302762227,25199.3879237581,23441.2807885903,654.679018580645,3937.81048854839,9153.06883348387,6383.17739546774,1589.04509935484,2984.52277546774,220.37314433871,1997.75446153226,161.452766754839,4099.73999346774,2024.88026187097,576.414431951613,5.03512180769059,5,6.2861,5,5.0001221403561,5,5,5,5,5,5,5,5,5,5,5,5,27.0346640576658,23.8571134903956,44.770146512884,15.5947060343819,26.9966239195254,30.7684660168586,21.8129861465234,25.0100571278782,31.2905314306069,40.7704879734563,27.8957236592643,32.7411933654644,37.5241270926534,28.6878481757471,147.220543607623,81.1910562549419,n.d.
Ene19,7649135.84506327,966308.382717484,202917.263926774,1204719.90655645,1553505.80427168,52893.4701474194,230955.072179032,309267.832879355,373485.108562026,154930.053497097,137548.630027471,76610.4528254839,58026.7693109677,15410.8350342839,9852.29008258065,1119600.39548937,4581.64330967742,7543644.52871265,958898.94666621,199852.572148819,1189197.458816,1537857.65737319,52427.9938273387,229301.657335952,298940.9242765,371864.76089729,153937.797336371,134235.140535952,76345.8190165968,56429.824200629,15246.7811452742,9046.5020975,1118048.88145848,4180.61474737097,105491.316350609,7409.43605127419,3064.69177795539,15522.4477404516,15648.1468984855,465.476320080645,1653.41484308064,10326.9086028548,1620.34766473548,992.256160725806,3313.48949151935,264.633808887097,1596.94511033871,164.053889009677,805.787985080645,1551.51403088387,401.028562306452,5.00629446909497,5,5.092,5,5.00953142268009,5,5,5,5,5,5,5,5,5,5,5,5,28.6008262269058,24.1160291500853,46.1958952175029,19.0857685091658,25.3724964840092,30.9581424003545,23.2543720681317,30.8915339292692,32.3926686922297,42.2887425111151,27.8396772388609,35.8958618776536,45.4709293783909,27.1044908318887,166.413908694589,89.0413040432385,n.d.
Feb19,8255435.89955938,985357.953577643,191854.972540357,1273088.37072929,2054906.95660383,54609.6045171429,242475.180411071,317270.965585,374323.659060671,156084.409740357,135238.506179171,75589.9148875,62488.9125282143,15548.2843541286,13121.7093528571,1136872.93822336,4304.19561214286,8103458.9176262,979807.836397054,188947.503593589,1230911.55633693,2026227.02307582,53343.5090343036,234035.974709036,300367.682518786,372677.583712,153991.019165643,132848.464522178,74481.8959366786,60265.557208375,15090.2574145357,10080.369956375,1135823.31563634,4188.64865628571,151976.981933177,5550.11718058929,2907.46894676786,42176.8143923571,28679.9335280087,1266.09548283929,8439.20570203572,16903.2830662143,1646.07534867143,2093.39057471428,2390.04165699286,1108.01895082143,2223.35531983929,458.026939592857,3041.33939648214,1049.62258701786,115.546955857143,5.31558246537838,5,5,5,6.54368020181707,5,5,5,5,5,5,5,5,5,5,5,5,29.312274727041,24.676109742636,44.148762910381,18.930421700299,27.8477298978225,32.6683114025297,24.482506904973,30.5112565516816,29.0788728147583,43.6757380518987,28.533987913319,35.4454856956562,28.834865816977,27.6140401740719,145.686915469662,92.2479636190658,n.d.
Mar19,8039892.17489054,1010145.75886886,433985.536718065,1267254.88349355,1632782.33943295,54595.0411183871,235457.368903871,296737.852818387,383688.34113511,148738.720244194,133858.534055252,72302.7951006452,64661.4016632258,15678.7058980387,15267.4599112903,1128667.21322221,4287.88050290323,7943682.42844411,1000589.79010705,429526.478250573,1242084.28481808,1618069.72193394,54154.1061679355,231212.716368613,289759.628608242,379040.580876145,147466.920306855,131583.435338822,72014.8707377258,62154.4084825,15114.2472862581,11429.7730055645,1125350.14556002,3676.90315085484,96209.7464464362,9555.96876181613,4459.05846749105,25170.5986754677,14712.6174990194,440.934950451613,4244.65253525806,6978.22421014516,4647.76025896452,1271.79993733871,2275.09871642903,287.924362919355,2506.99318072581,564.458611780645,3837.68690572581,3317.06766219032,610.977352048387,5.16369741495666,5,11.8399,5,5.00017680392851,5,5,5,5,5,5,5,5,5,5,5,5,28.5512683092369,24.1635547598538,46.5372048020293,20.6612135513482,25.292379610167,34.1865539222488,21.1497672943551,29.5567256820442,28.2971136281437,43.7331617870223,28.8633307741904,32.8388798008676,23.5792616241436,27.3005502039939,135.147571678652,92.8339214315734,n.d.
Abr19,8058395.55075151,988543.99836,462722.625462667,1271535.99806833,1606738.39332077,54555.803313,232638.897545333,294189.064494707,383712.1611854,141776.169422,132136.160110533,78968.470239,86145.5474763333,15357.7836301067,13083.720717,1098123.60213008,2263.80830433333,7934708.31842823,978548.604589033,460804.332587868,1241258.65031691,1585095.63756622,54106.8412451,229416.048750733,286848.99257755,381948.768708,140608.518842283,129334.42037275,78698.6491535,84654.6779252635,15204.1044197167,10875.7210966333,1096404.5026626,1899.56422723333,123687.232323296,9995.39377096667,1918.29287479856,30277.3477514265,21642.7557545544,448.9620679,3222.8487946,7340.07191715667,1763.3924774,1167.65057971667,2801.73973778333,269.8210855,1490.86955106979,153.67921039,2207.99962036667,1719.09946748,364.2440771,5.23774855149936,5,14.6356,5.015,5.05345304045146,5,5,5,5,5,5,5,7.5288,5,5,5,5,27.9023456898547,21.2098815756354,52.2944446374609,20.1269919949116,25.3185267363379,34.3672433898559,20.2469343553873,30.2216836774948,27.2687381500426,42.0232779107689,27.1480412430568,39.8626506573782,20.9024667054848,28.1069279630344,146.843088948469,93.119119088226,n.d.
May19,7780566.84317631,974131.229876748,171268.789855806,1320519.4572071,1539858.28996316,53642.8660212903,232359.792630645,295455.142956129,384216.016956387,140628.912191613,130426.588318839,80743.7352635742,92759.17754,15796.6087205032,16215.1796290323,1103439.12777286,2216.05588483871,7677285.21717074,969349.132331016,167952.124669527,1297625.43709842,1516457.35106364,53181.1613800645,230457.249571258,287931.310118952,380464.593955565,139120.663431935,127995.395750564,80553.4722879355,91713.8647148133,15575.1676030484,11813.1173214194,1102282.78068382,1899.24783840323,103281.626005567,4782.09754573226,3316.66518627909,22894.0201086718,23400.9388995229,461.704641225806,1902.5430593871,7523.83283717742,3751.42300082258,1508.24875967742,2431.19256827419,190.26297563871,1045.31282518666,221.441117454839,4402.0623076129,1156.34708904194,316.808046435484,5.03420039466839,5,5.1819,5.0025,5.00056523350537,5,5,5,5,5,5,5,8.9908,5,5,5,5,27.2914214786951,20.4932265925077,48.5425278626871,19.1855872234373,26.0772695675608,32.0565472457352,18.483370018237,29.6609284531544,26.1490763633186,41.1182329355633,27.9698177191416,36.926162623152,26.7398255150168,31.6607995319137,144.139086562032,93.2295495277531,n.d.
Jun19,7789963.87639597,1001095.81154091,178955.016812667,1318881.124411,1565133.44298124,53457.5217576667,232249.355074667,302168.984921,378452.183204627,137932.003563333,130917.312188173,80835.2777933333,50721.8514213333,16090.56794736,11574.4017383333,1106978.08798253,2277.85825533333,7670215.41431242,984530.144826133,175573.448118256,1296569.94462277,1531543.30925066,53176.7403542833,230323.9475941,294394.083361,377237.309312033,136800.17465405,128762.8516698,80432.1402466667,48515.4822209,15717.1275071167,9545.96659965,1103722.60997817,1932.48224066667,119748.462083561,16565.6667147733,3381.56869441044,22311.1797882333,33590.1337305842,280.781403383333,1925.40748056667,7774.90156,1214.87389259333,1131.82890928333,2154.46051837333,403.137546666667,2206.36920043333,373.440440243333,2028.43513868333,3255.47800436667,345.376014666667,5.00946642138546,5,5.3142,5,5.00126261156747,5,5,5,5,5,5,5,5,5,5,5,5,27.1153146432001,21.0478229329402,55.6660280800654,20.5812667903086,24.8113539843734,29.0797409818549,17.8314938366478,30.8318427933615,25.3014589894454,39.741585598229,29.872677068753,37.4055005366783,19.9105978384059,30.7625336864639,129.467434258116,90.7098254653782,n.d.
Jul19,7827889.05222789,1041240.315724,160656.831889032,1337029.93614774,1536379.75419625,54065.4746641935,230167.710666774,298766.565542258,391056.147561974,134790.299463226,128930.478836993,81714.7625683871,45666.9952090323,17196.2366673806,9963.45526064516,1128228.55400094,2916.88249645161,7679836.73509602,1027187.74101226,157477.020973081,1266800.9677119,1520442.3936956,53737.7347909194,227978.449393097,286534.673339403,386874.703089161,133844.127233081,127723.485870435,81431.9284287903,43904.7713048548,16970.5222628548,7381.56262767742,1125608.27314634,2697.18811624194,148052.317131861,14052.5747117419,3179.81091595161,70228.9684358387,15937.3605006419,327.739873274194,2189.26127367742,12231.8922028548,4181.4444728129,946.172230145161,1206.99296655806,282.834139596774,1762.22390417742,225.714404525806,2581.89263296774,2620.28085460323,219.694380209677,5.00926796369292,5,5,5,5.03576702103873,5,5,5,5,5,5,5,5,5,5,5,5,26.1818826690703,22.7567958166048,39.4391480482197,16.4119917725042,24.3618175142652,26.3128593533508,16.9014344782986,31.3033715161924,24.2453728650984,37.1358182658527,30.2676060435399,38.1477425898682,18.2232718619078,31.0126423739335,153.330014320896,94.0947069190154,n.d.
Ago19,7955661.53836271,1047109.34086747,206699.142134194,1296078.78169452,1578051.27714587,53969.8139567742,234197.096972581,308904.799127419,382456.396853703,131623.401985161,132726.100061097,83034.7220090323,49309.6584154839,17508.0510213419,8716.53960774194,1136306.86013544,4966.43782516129,7839683.54132552,1037909.26738635,193771.967247133,1272697.85369094,1551332.95393341,53773.1767127258,231899.352166322,298292.741763016,379369.815598984,130485.328222032,130648.677064677,82407.0369648226,47314.3846314194,17332.6083766774,6903.70874282258,1132883.57516931,4563.15231179032,115977.997037189,9200.0734811211,12927.174887061,23380.9280035761,26718.3232124627,196.637244048405,2297.74480625859,10612.057364403,3086.58125471912,1138.07376312901,2077.4229964198,627.685044209691,1995.2737840645,175.442644664501,1812.83086491936,3423.28496613493,403.28551337097,5.01847536406238,4.99999999999998,5.4976,5.00000000000002,5.02647180188935,4.99999999999998,4.99999999999999,5,5,4.99999999999998,4.99999999999998,5.00000000000001,5.00000000000001,5.00013847116452,4.99999999999998,5.00000000000002,4.99999999999999,26.622745649843,22.3637564806834,52.727938640938,18.4443531608667,20.7975845849333,24.1272502064796,17.820190365908,36.2466031700036,23.3982549451622,37.2708268567833,29.0980384671868,40.0086195914155,26.2265265068714,27.1088119449036,152.287022193746,95.7830837353998,n.d.
Sep19,7943602.46340159,1100820.109307,196066.430033667,1307562.42831967,1552199.95940002,53611.8392693333,237069.202968667,309142.838002,391897.789680333,128267.289134667,137950.161686667,79712.3317963333,52661.4507826667,17869.64878024,8571.39266966667,1157890.22786992,4243.423465,7836857.40473792,1092532.17478098,191025.236363712,1279188.80566839,1535493.85879625,53232.2484510667,233422.446203117,298650.49729785,384343.303054567,126973.083372583,135752.84258535,79414.0119395333,50811.08366985,17679.8737719667,6470.53360103333,1156112.7848374,3842.85502383333,106745.058663673,8287.93452601996,5041.19366995498,28373.6226512771,16706.100603767,379.590818266603,3646.75676554971,10492.34070415,7554.48662576627,1294.20576208401,2197.31910131671,298.319856799993,1850.3671128167,189.775008273271,2100.85906863334,1777.44303251989,400.56844116667,5.03000227508123,4.99999999999998,5.9076,5.00829999999999,5.03750943753814,5.00000000000002,5.00000000000001,5,5.00000000000001,4.99999999999998,5,4.99999999999999,5,5.00000000000001,4.99999999999998,5,4.99999999999999,27.8405275659477,25.0109468070096,39.0285012266637,19.7031003685094,25.0592467569941,22.1741996635383,18.2921806691677,33.5892267952674,22.7873401816735,38.0080107167919,29.2542722054378,41.5558313836132,27.2600863646773,26.3818178537995,149.069327054879,96.6537750293769,n.d.
Oct19,7967429.91567273,1086692.45312742,156236.185266452,1343553.06754774,1568110.03189744,53658.5676570968,238878.665843871,312693.337934194,399627.311253226,134216.718808387,138719.032144516,80256.3349435484,47250.3922045161,18918.3552846452,9515.72801548387,1140351.54955071,4149.68765096774,7837379.3100832,1077566.64026285,152345.842530228,1302595.53609813,1553591.13476415,53407.4220237581,234449.823469065,298578.844837806,391644.12760779,132947.484982226,136411.306858387,79861.8214076452,44630.1092303548,18584.5945787903,6863.34191104839,1138745.88855129,3866.99558925806,130050.605589534,9125.81286456902,3890.342736224,40957.531449612,14518.8971332919,251.145633338703,4428.84237480597,14114.493096388,7983.18364543578,1269.23382616101,2307.72528612911,394.513535903199,2620.2829741613,333.7607058549,2652.38610443548,1605.66099941893,282.69206170968,5.00380230875695,4.99999999999998,5.0531,5,5.00013762873887,5.00000000000001,5.00000000000001,4.99999999999999,4.99999999999999,5,5,5.00000000000001,4.99999999999999,5,4.99999999999999,5,4.99999999999999,28.584441725761,24.5142514638502,48.7407469474505,23.7439530010433,26.3069887950786,21.8393896214031,18.1719816848889,33.1102491924976,23.5237990885301,37.5644533257988,29.6598801125933,41.5805670257118,33.4885504215386,26.8228370015129,152.798217025316,96.6669470012069,n.d.
Nov19,8052448.39204128,1107511.27159833,165545.944885333,1277714.61312633,1610448.34320603,54768.8684666667,241708.845965,303328.534657667,400337.306612333,136966.868213667,142695.981870667,78219.4399086667,48781.012989,22207.00838292,20843.0779996667,1168628.54659155,9698.49584066667,7946212.34905381,1101582.17988677,161509.560146854,1244975.99809612,1592602.13234545,54457.7366872667,239572.7555376,297673.7979109,393947.54038055,135884.651924483,141870.46107475,77702.2246346,41591.1612445167,21437.0327665667,17875.1264223833,1167869.01657277,9274.3455359,106236.04298747,5929.09171156306,4036.38473847901,32738.6150302128,17846.21086058,311.131779399999,2136.09042740002,5654.73674676701,6389.76623178326,1082.216289184,825.520795916702,517.215274066708,7189.85174448331,769.975616353273,2967.9515772834,759.530018775957,424.15030476667,5.00552438634955,5.00000000000002,5.1208,5.00450000000002,5.00011296652673,5.00000000000002,5,5,5,4.99999999999998,5,5,5.00000000000001,5.00000000000001,4.99999999999998,5.00000000000002,5,28.7043917940823,25.0924042570606,61.7545282404829,23.3016649433241,25.7691891923644,23.0195108975655,19.6152275341885,32.1932184196744,23.0385522581683,37.6889015063977,28.7866899487488,40.5347103520472,31.6403701490707,42.282299447221,118.067166626752,96.7809218732378,n.d.
Dic19,8290703.88202083,1181708.76701193,177505.303648065,1273477.84280161,1661309.82724239,56200.6120941935,245215.621886774,306593.64538129,402473.37136,140701.656467097,162568.033109355,83752.2496367742,52656.967756129,23065.7948294064,23041.7026629032,1217237.12196867,9696.00732612903,8107370.71380499,1170982.99701676,167215.94457371,1234220.50651276,1598645.53593484,55884.5207817742,242193.915327403,295212.984488855,395218.927313145,139587.771577984,160320.93399221,83280.952703,48364.5894505645,22827.6886915968,18658.0536290968,1215901.24117052,9299.46932814516,183333.168215835,10725.7699951748,10289.359074355,39257.3362888531,62664.291307545,316.091312419303,3021.70655937103,11380.660892435,7254.44404685497,1113.88488911299,2247.0991171448,471.296933774196,4292.3783055645,238.106137809631,4383.6490338064,1335.88079815102,396.537997983871,5.01124897954331,5.06399999999998,5.00000000000002,5,5.00006517699156,5.00000000000002,5,5,5,5,5.00000000000002,5,5,5.00000000000001,5.00000000000001,5.00000000000002,5.00000000000001,27.1245329592061,26.738237725861,64.9688096778105,19.2103531868604,22.5845711684866,24.9951838232686,20.6656388664659,28.8423721100929,23.5687719498705,38.752999806617,34.8130381421178,44.0159536966762,17.8248295565382,38.9054236460154,104.514522685026,96.3452805008389,n.d.
Ene20,8289175.4013015,1173048.67517555,175644.747560968,1309134.02137871,1645712.15104202,56759.3827267742,248134.20196129,311771.867797419,401321.53209871,140359.382773548,148186.497777639,85845.8890093548,54744.3641216129,23043.5575656387,23391.7348993548,1263318.65691575,9877.07173354839,8169923.42302484,1163528.96109202,171909.05882556,1280443.53872199,1615080.36622543,56402.2512662258,242377.716570484,308052.329410016,394828.217727419,139259.082736839,145909.060932532,85640.9803586774,52578.5642833065,22597.6968284194,19774.8037362419,1261809.61146726,9605.77079796774,119251.978276657,9519.71408352908,3735.68873540798,28690.4826567199,30631.7848165929,357.1314605484,5756.48539080634,3719.53838740295,6493.31437129073,1100.300036709,2277.43684510689,204.908650677404,2165.7998383064,445.860737219329,3616.9311631129,1509.04544848506,271.30093558065,5.02092737734064,5.06370000000002,5.4687,5.00100000000002,5.00115440415673,4.99999999999998,5,5,4.99999999999999,5.00000000000002,4.99999999999998,4.99999999999999,5,5.00000000000001,4.99999999999999,5,4.99999999999999,27.0713187320973,27.4502602866199,70.7845743235439,22.66013539768,19.6512898986759,23.1731567417339,20.9948451503561,31.003395495144,23.9054391297259,39.5393100326471,23.6432999406203,42.6631577917805,32.7332348992945,29.9073176692507,101.479515871723,97.8234832505165,n.d.
Feb20,8407338.69041804,1152061.89396596,187636.857712414,1350402.05938897,1684812.7278435,58303.8369910345,249326.873690055,319628.856138621,402223.431096289,145492.378592069,148374.946391034,84915.1651458621,61067.1018334483,22751.5820294759,20166.9012631034,1283058.12090045,12541.7939865517,8297929.30329509,1141667.84435572,182821.31134672,1330960.26529331,1661316.05712248,57914.1712442759,243069.341027655,315364.499290034,394290.608569069,144599.496987,146200.290857362,84732.2717441207,56887.2449365345,22372.0829467586,16383.8369912931,1281839.89250488,12218.8866611034,109409.387122949,10394.0496102381,4815.546365694,19441.7940956559,23496.670721021,389.665746758605,6257.53266239999,4264.35684858699,7932.82252722047,892.881605069007,2174.65553367249,182.893401741385,4179.8568969138,379.499082717266,3783.0642718103,1218.22839557217,322.907325448301,5.01041218721421,4.99999999999998,5.38150000000001,5,5.00007310472382,4.99999999999999,5,4.99999999999999,5,5,5,5.00000000000001,5,5,5,5,4.99999999999998,28.4903423252915,25.9906982613795,79.00776613793,26.5723152577082,20.8592033089077,20.0507713074966,21.6542877773004,30.8814210454497,23.1837496366518,40.1370086949998,28.0826647678608,45.2947995490886,33.6730838577901,27.3226835839939,102.633449731818,98.832703908771,n.d.
Mar20,8642544.71390733,1153304.2754529,200269.565892903,1393396.45659742,1718461.16719395,59415.9887741935,243904.619190323,335169.331985161,402029.365997742,145954.876806774,158539.402213548,82245.6065380645,54780.4440712903,22695.5095617677,19880.0083683871,1340364.34836922,15532.5202232258,8382891.88419463,1136291.38841634,169296.638202044,1339957.10100406,1639041.50682953,58668.5588948387,240038.340011129,324050.413408758,394278.253676274,144776.741707161,155517.389984984,81923.2870703065,52244.7039125484,22191.4655397097,13180.6882353387,1337552.20965508,15197.9828039355,259652.8297127,17012.8870365629,30972.927690859,53439.3555933591,79419.6603644181,747.429879354793,3866.2791791936,11118.918576403,7751.11232146807,1178.13509961299,3022.01222856439,322.319467758003,2535.7401587419,504.044022057999,6699.3201330484,2812.13871414098,334.5374192903,5.00226162901737,5,5.01310000000001,4.99999999999998,5.00014562436021,5.00000000000002,5,5,5,4.99999999999998,5,5,4.99999999999999,5.00000000000001,5,5,5,28.665151086486,25.9249683612846,68.9404269788848,26.3450545754918,19.343238344509,20.3909337506672,20.4106607308813,34.1429684989742,26.5874571221841,40.9722166736863,30.3208508035727,45.954247808677,38.3353347352594,24.3078061612195,109.693335173178,98.5458733623026,n.d.
Abr20,7154987.48789947,890109.975777154,296034.143644667,1104377.98113633,1426173.32084296,47982.0075853333,193894.391423333,264246.314169333,314455.317828295,113762.279892667,124561.546536906,60953.212666,46647.1413826667,19041.6602654925,15218.7988006667,1087687.96269443,13708.3424643333,6986505.24834445,882180.288779267,287521.916991014,1057055.94148449,1387080.12839745,47155.3662204667,189105.946099813,256305.100339107,309507.888704773,112654.828142,120580.70692132,60810.04915684,43556.3819334133,18104.8685400933,10758.4772984,1083923.64639315,13472.3534526267,168482.239555023,7929.68699788698,8512.22665365302,47322.039651843,39093.192445507,826.641364866598,4788.44532352031,7941.21383022601,4947.42912352172,1107.4517506667,3980.83961558579,143.163509159996,3090.7594492534,936.791725399169,4460.3215022667,3764.31630128203,235.989011706601,4.08963993830586,4,8.08459999999999,3.99999999999999,4.01088406538427,3.99999999999999,4,4,4,4,4,4,4.00000000000001,4,4,4.00000000000001,4.00000000000001,26.9067269049739,20.6904156726222,59.5971257184558,23.076193932415,23.220395882344,25.2384778520373,20.3165402372581,34.2750986964629,28.6120029585569,39.906602718192,31.8168781077348,43.3032102554531,25.706802496985,21.8858355784067,97.3980370089208,95.6762792923942,n.d.
May20,7822099.41465347,974177.548904673,320921.955439677,1206312.47067484,1577431.88775634,47925.0199735484,204273.770022581,294435.827416452,314472.390153765,115953.532393226,117894.402302969,60741.5840977419,63258.6398087097,18663.2763902339,13686.9508432258,1146766.18725451,12727.0077667742,7607037.44616079,967857.984765652,298660.226551797,1181872.16062473,1462862.43065823,47454.0302026065,202506.958086503,283420.055411703,308679.871893071,115016.917358594,114754.601480181,60532.9997101806,60797.9813435742,17943.2576507097,11698.8534787355,1141032.32972267,12293.6167603871,215061.968492679,6319.56413902098,22261.72888788,24440.3100501089,114569.457098112,470.989770941902,1766.8119360776,11015.772004749,5792.51826069423,936.615034631803,3139.80082278841,208.584387561299,2460.6584651355,720.018739524159,1988.0973644903,5733.85753183905,433.391006387101,4.09712195177986,4,7.88629999999999,4.10220000000001,4.00023824575015,4.00000000000001,4,4,4,4.00000000000001,4.00000000000001,3.99999999999999,4.00000000000001,4,4.00000000000001,3.99999999999999,4.00000000000001,29.3431582107988,22.3889767783874,67.0905626580462,23.6975073891608,26.6218626979802,31.6148962801518,25.27436238699,41.4533923567862,27.6894144145783,38.2302035121594,36.7046471657848,47.8725002363191,25.4866006187596,23.7785644106355,95.5431483323993,96.1718830364649,n.d.
