"","PN07018NM","PN07020NM","PN07021NM","PN07022NM","PN07023NM","PN07024NM","PN07025NM","PN07026NM","PN07027NM","PN07028NM","PN07029NM","PN07030NM","PN07031NM","PN07033NM","PN07035NM","PN07036NM","PN07037NM","PN07051NM","PN07053NM","PN07054NM","PN07055NM","PN07056NM","PN07057NM","PN07058NM","PN07059NM","PN07060NM","PN07061NM","PN07062NM","PN07063NM","PN07064NM","PN07066NM","PN07068NM","PN07069NM","PN07070NM","PN07084NM","PN07086NM","PN07087NM","PN07088NM","PN07089NM","PN07090NM","PN07091NM","PN07092NM","PN07093NM","PN07094NM","PN07095NM","PN07096NM","PN07097NM","PN07099NM","PN07101NM","PN07102NM","PN07103NM","PN07117NM","PN07119NM","PN07120NM","PN07121NM","PN07122NM","PN07123NM","PN07124NM","PN07125NM","PN07126NM","PN07127NM","PN07128NM","PN07129NM","PN07130NM","PN07132NM","PN07134NM","PN07135NM","PN07136NM","PN07183NM","PN07185NM","PN07186NM","PN07187NM","PN07188NM","PN07189NM","PN07190NM","PN07191NM","PN07192NM","PN07193NM","PN07194NM","PN07195NM","PN07196NM","PN07198NM","PN07200NM","PN07201NM","PN07202NM"
Sep16,7498828.49842809,917401.22149104,134897.942417,1060081.73284967,1663162.22916629,61233.2711113333,200278.752362,255785.399377667,367566.052273667,155418.903876,221003.210713667,90201.1294923333,54307.7924476667,33890.96362309,4129.90270266667,1272654.72072938,1418.35165933333,7330690.89962405,910624.97485035,133330.058745433,1038241.39343877,1594766.85718372,60949.5722539817,199936.263605412,247078.859312783,356564.603314033,154073.784530727,220153.89784427,89886.0953965217,52182.9736881267,31302.38124247,3843.71667864167,1268667.70025593,696.29486615,168137.598804042,6776.24664069,1567.88367156667,21840.3394108933,68395.37198258,283.698857351667,342.488756588333,8706.54006488333,11001.448959635,1345.11934527333,849.312869396667,315.034095811667,2124.81875954,2588.58238062,286.186024025,3987.02047344667,722.056793183333,6.52021021670685,6.50000000000001,6.5,6.5,6.58585049827387,6.5,6.5,6.5,6.50000000000003,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,30.384391577126,28.4183331319096,63.1434320106164,21.9720882759086,29.5600124484682,25.4148116509711,23.4607907571221,14.1022747108607,37.2842326043504,22.6385645339954,35.8653501626903,31.8428239648519,44.6800011756029,62.2723376575371,134.767532697849,71.7516174447884,0
Oct16,7378816.6408885,906952.009255161,140861.429557742,1071904.89449064,1541680.98139679,60039.4045809677,202831.690450323,237653.259612258,377464.962839677,156871.179822581,222579.371506452,89147.6399980645,49645.1246941936,33035.5407825225,5066.78660548387,1243556.04108774,1916.0555416129,7264881.96889161,903847.145311878,137880.518695127,1057537.36291811,1516908.4326141,59842.0969722613,202297.141573695,236400.078556053,365969.021611613,155802.409823261,221042.136107356,88810.6034340452,48200.7158308419,30311.4641935677,4473.48173503065,1240803.76703331,488.315812924194,113934.671996899,3104.86394328387,2980.91086261452,14367.5315725387,24772.5487826839,197.307608706452,534.548876627419,1253.18105620484,11495.9412280655,1068.76999931935,1537.23539909516,337.036564019355,1444.40886335161,2724.07658895484,593.304870453226,2752.27405442903,1427.73972868871,6.50491381296531,6.5,6.5,6.5,6.51680424805907,6.5,6.5,6.5,6.50000000000002,6.5,6.5,6.5,6.5,6.5,6.5,6.50000000000001,6.5,29.7227861364575,27.3982785697815,57.1644855028581,18.1599747525361,28.6478111162432,22.2415775814529,22.7536659512897,13.0822758623107,36.3706726318615,24.4802493117275,41.5640992763625,28.67203496121,36.3062344814491,62.5069492738858,138.236769161516,71.5663877602471,0
Nov16,7461658.53399365,928678.622271333,156354.321353333,1124071.11440667,1545077.71999461,60003.685909,206062.445007,239105.940061,381570.517153667,162312.4854,222763.033675,92007.695724,45156.6743816667,30939.6492635366,4980.77359566667,1257377.5856947,2395.889211,7349594.99096663,916889.547718127,154830.287452143,1099151.30640367,1534770.21395583,59831.7711289133,205292.897302935,236977.7999953,370929.15403867,161025.92907076,221281.00617363,91160.3347558583,42762.49402737,29678.2735968767,4074.53516766833,1252464.41945738,339.20306615,112063.543027018,11789.0745532067,1524.03390119,24919.8080029967,10307.5060387867,171.914780086667,769.547704065,2128.1400657,10641.3631149983,1286.55632924,1482.02750137,847.360968141667,2394.18035429667,1261.37566666,906.238427998333,4913.16623732667,2056.68614485,6.50096729101502,6.5,6.5,6.5,6.49994536383389,6.5,6.5,6.5,6.50000000000003,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,29.0506618269562,29.4745047738775,51.5285766198025,18.0133313676104,29.7965259764048,22.3142565027972,23.2691536636945,12.6357426800459,36.0583542735468,24.8589011225485,48.266341205124,29.7855250260129,35.7086459226991,62.6572806983272,172.484048037429,70.7685347419405,0
Dic16,7702071.89032438,921537.858025058,150430.802477742,1156902.75881774,1664131.39798782,60548.5028522581,203075.803785806,248531.941535484,376018.909062903,163893.713713548,238113.740797097,93775.1944345161,39170.3814087097,31095.6931460177,4411.54772129032,1302557.50564323,2221.03969806452,7462619.49222714,913680.588486271,149303.354542969,1095294.47126384,1636303.79210502,60199.8120376355,202113.628776192,246175.791623911,369329.437370674,162770.763683387,229720.119639211,93369.4119416919,37507.1428126661,28966.3172735048,3807.26400059032,1293224.85271032,342.951490343548,239452.398097229,7857.2695387871,1127.44793477258,61608.2875539016,27827.6058827936,348.690814622581,962.175009614516,2356.14991157258,6689.47169223064,1122.95003016129,8393.62115788548,405.782492824194,1663.23859604355,2129.3758725129,604.2837207,9332.65293290323,1878.08820772097,6.55437656407957,6.5,6.5,6.62039999999999,6.66680778907487,6.5,6.5,6.5,6.50000000000003,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,27.4738258729316,29.5330451548681,54.4280046026052,16.1025122604518,25.4970601058032,22.3223381652458,21.7182675660935,12.2556961581002,34.9837928360372,25.7205988021758,51.3704552306209,28.5721678385579,32.9229794705487,57.1457087021946,200.120327957214,72.8368735524419,0
Ene17,7036191.78858447,884869.897635887,136725.923070968,1094652.63864677,1478449.66079684,56902.6555209677,188476.386241936,243311.307334194,354546.15997,152160.12148,211064.921880645,87629.3791367742,38186.8711406452,27463.8863053387,4229.31296290323,1202899.51698756,1584.13637387097,6935475.03497584,876979.691661774,135940.684195916,1078190.3360306,1465377.28806644,56855.3451456968,187652.862117716,239966.902676826,348796.756855336,151087.649738555,208897.670759206,87094.1853714387,36537.7593475355,25618.3788234387,2965.37588833548,1198331.0332883,320.093574212903,100716.753608641,7890.2059741129,785.238875051613,16462.3026161732,13072.3727304032,47.3103752709677,823.524124219355,3344.40465736774,5749.40311466452,1072.47174144516,2167.25112143871,535.193765335484,1649.11179310968,1845.5074819,1263.93707456774,4568.48369926129,1264.04279965806,6.03877485733448,6,6,6.2427,6.00124562215678,6,6,6,6,6,6,6,6,6,6,6,6,29.9402668887704,30.2262622769854,62.3124099978941,16.3732377808973,32.5545992573766,18.3098258785261,25.4817362580413,15.1724013248514,37.0112143436334,26.4008928437419,43.1916831640438,29.4216012915683,27.7708643632242,53.6716950053228,235.011064599187,73.0743292392861,0
Feb17,7036283.70130268,898097.508794286,148951.778971429,1040906.4531825,1507343.31068761,59267.5876360714,184507.012935714,241001.751527857,363303.607007857,153262.410250357,210333.080493571,84603.1209725,40159.4516853571,26342.9402822142,3915.56369821429,1192642.10956889,766.056265,6933117.00897953,889752.481869429,146900.243682964,1023389.09205365,1487467.05107049,59007.8804806714,183717.065618914,238148.561496129,357276.596404436,152211.3841122,208260.511460293,83486.1300956143,38919.9048715286,24558.8580352286,3094.44765739286,1187441.9600541,323.464979742857,103166.692323157,8345.02692485714,2051.53528846429,17517.3611288502,19876.2596171214,259.7071554,789.9473168,2853.19003172857,6027.01060342143,1051.02613815714,2072.56903327857,1116.99087688571,1239.54681382857,1784.08224698571,821.116040821429,5200.14951479286,442.591285257143,6.00367365430522,6,6,6.0154,6.00090530388618,6,6,6,6,6,6,6,6,6,6,6,6,31.8685519525777,30.224832988629,69.4385546243662,19.2544283571612,35.0068763962802,20.1387363632627,23.7993997502134,15.5266537339042,36.6723452766269,26.5612267832608,49.0524402524331,27.6668847675846,29.5001414246447,49.8908214555077,230.09790295513,73.1812739564352,0
Mar17,7172510.6419659,906164.850989822,141393.397807742,1053413.44194677,1578682.23421428,60918.5864758064,180271.910593548,250778.844865484,362150.960680323,159819.548165161,201574.634171613,87130.8067554839,40474.1790064516,24640.3980801774,4184.43711516129,1177763.25504368,666.80463,7074571.59878264,902184.653503529,139525.561179987,1037101.16910672,1559334.84214881,60584.1389607097,179486.563424671,247356.508863,355479.972545148,158847.349491619,199718.085917052,85705.7852704839,39740.2260430065,23574.228752729,3476.84896287097,1175793.32540725,282.3071226,97939.0431832548,3980.19748629355,1867.83662775484,16312.2728400581,19347.3920654742,334.447515096774,785.347168877419,3422.33600248387,6670.98813517419,972.198673541936,1856.54825456129,1425.021485,733.952963445161,1066.16932744839,707.588152290323,1969.92963642581,384.4975074,6.01460630785378,6,6,6,6.06165062521299,6,6,6,6,6,6,6,6,6,6,6,6,31.5689269953878,27.8346245239597,67.0760838408143,18.4048063714227,33.7185212032386,19.7402819453729,20.8023555551347,14.1628504698976,37.8114415674897,27.8397036429217,42.2891390240547,29.6654629312562,30.5567594551409,44.129657548081,185.335163830161,73.3100353171502,0
Abr17,6603649.09275893,747903.158433,116611.450002,947387.110748333,1408336.04270673,51489.696757,150002.727450333,206146.19344352,376274.667800333,135936.699756333,164115.456035,69598.429671,34030.7894813333,19836.02256756,4292.747558,976801.063751334,997.233970333333,6225324.52395955,742024.011867917,113869.490062317,922080.926096617,1362972.97692753,51111.9862855333,149088.235024383,200636.759444817,308333.119847117,135084.705293383,162207.724658983,68941.4589426333,33410.5254594667,18917.5713652833,3625.55773935,971292.996355833,188.945965916667,378324.568799376,5879.14656508333,2741.95993968333,25306.184651716,45363.0657791969,377.710471466667,914.49242595,5509.43399870333,67941.5479532167,851.99446295,1907.73137601667,656.970728366667,620.264021866667,918.451202276667,667.18981865,5508.0673955,808.288004416667,5.25257028168247,5,5,5.0597,5.19699631261634,5,5,5,5,5,5,5,5,5,5,5,5,31.4264503347647,25.810508397719,67.8594074043644,17.8562253639573,34.0530414906867,19.5451067688405,17.9968216467957,13.8628190437657,38.2895898825092,28.5294227824259,38.6705632525732,28.0724150774996,22.3951088486827,41.199080671105,160.105687825811,70.8884987963226,0
May17,6306485.54358719,776039.954981858,117131.90052,1082403.62602613,1406281.64243538,52035.6302990323,151982.950288387,215862.558100516,307214.789624193,131839.933129032,167437.046149032,71629.8823535484,34801.3985874194,19280.1168549161,4092.67525,973420.656299807,405.216313548387,6185566.09345893,769445.886662183,114808.189898387,1060304.67476879,1361928.71341189,51718.2024550806,151339.421787919,208525.445991371,302163.396546387,130699.125193742,165733.865768532,71025.3907800484,33742.1910659677,18476.9388194516,2953.22944327419,971211.304245726,155.268823483871,120919.450128259,6594.06831967521,2323.7106216129,22098.9512573384,44352.9290234904,317.427843951613,643.528500467742,7337.11210914516,5051.39307780645,1140.80793529032,1703.1803805,604.4915735,1059.20752145161,803.178035464516,1139.44580672581,2209.35205408065,249.947490064516,5.16855539523788,5.0019,5,5.9126,5.13747124760997,5,5,5,5,5,5,5,5,5,5,5,5,32.295743460482,26.5906185538162,62.9719790839681,18.8379474313024,36.1779720854443,20.7007959751334,19.7536084656039,17.5751693794031,33.4048311231272,28.3754366524899,43.3416093531814,29.0446690973382,25.1661504350426,39.8250413932645,173.09329472028,68.6145841506912,0
Jun17,6280278.72562262,785719.27576664,115588.600475,983361.322513,1425470.25666282,53195.9140563333,157979.545087667,215153.639086747,316004.431244,134365.492420667,173604.561244,74210.4692243333,37912.555251,19289.9097597466,3156.61781733333,979094.268155107,425.918482333333,6091883.36250176,778339.329118066,109524.9411007,945619.909954678,1330518.77848348,52803.0222067667,157220.31564575,212984.31714385,309087.7656933,133193.534803183,169741.354169833,73652.1314683333,34294.7271119667,18072.8395555167,2563.36022515,970534.50186055,159.14371685,188395.363120858,7379.94664857381,6063.6593743,37741.4125583221,94951.4781793356,392.891849566667,759.229441916667,2169.32194289667,6916.6655507,1171.95761748333,3863.20707416667,558.337756,3617.82813903333,1217.07020423,593.257592183333,8559.76629455667,266.774765483333,5.07529566647043,5.0668,5,5.3291,5.0735263775101,5,5,5,5,5,5,5,5,5,5,5,5,30.4816398201475,25.5840096123097,55.5812741700912,14.6736279639272,31.2230356917705,28.5588637326685,22.0348723560678,18.7401419904934,32.5385601215074,30.1234423797777,47.3677141634518,28.0251094853124,26.2579163784512,40.6087410097708,189.556026521979,69.0793450650099,0
Jul17,6185405.7903474,767774.700816297,112870.031958065,983359.300944516,1340894.73426642,53773.9842748387,159724.757486129,217724.770823909,315902.958070968,134883.484615484,167306.097413226,74380.411876129,38898.2319803226,19349.7257046452,3035.60225129032,983852.548524309,272.684463225806,6030934.07060986,745433.07742521,109985.122750226,954058.19762996,1289253.485234,53339.918903,159214.822274419,208651.43508029,310762.772930161,133737.802629806,165238.451383677,73883.625606871,36166.1547040968,17925.5169868548,2423.18421201613,980017.298558613,158.60797383871,154471.719737544,22341.6233910871,2884.90920783871,29301.1033145565,51641.2490324258,434.06537183871,509.935211709677,9073.33574361935,5140.18514080645,1145.68198567742,2067.64602954839,496.786269258065,2732.07727622581,1424.20871779032,612.418039274194,3835.24996569677,114.076489387097,5.00635342389625,5,5,5.0246,5.00043123016317,5,5,5,5,5,5,5,5,5,5,5,5,28.0653842713411,24.209739147482,61.2147929550473,13.1302837869333,27.0135127272248,31.4956235774564,20.1211664340712,15.8725137823392,30.6679018190056,30.3773889853122,46.6046965231778,27.0027785782619,20.4901103994638,39.0504157092024,159.991640298756,79.6859713673851,0
Ago17,6260502.49885735,799475.110798271,118232.431269032,1008216.80122807,1345753.62661204,55756.2675435484,165567.99693871,219483.297149032,312634.835103226,137099.051205484,163979.876900323,72579.616993871,40724.6046158065,18434.6987909033,3312.40778806452,977948.186903664,528.92866,6151065.05633226,795967.322065581,115489.423220903,992974.951517581,1296650.12414747,55439.1836667419,164944.341606177,217067.156009,307259.141337693,135961.463656742,161911.483757452,71824.381721371,39697.7855317903,17577.8959422581,2133.67793227419,973846.523952161,386.019071193548,109437.442525084,3507.78873269032,2743.00804812903,15241.8497104839,49103.502464571,317.083876806452,623.655332532258,2416.14114003226,5375.69376553226,1137.58754874194,2068.39314287097,755.2352725,1026.81908401613,856.802848645161,1178.72985579032,4101.66295150323,142.909588806452,5.00186863986365,5,5,5,5.00044364629075,5,5,5,5,5,5,5,5,5,5,5,5,32.0441915116733,28.7297433149865,69.9217587133029,18.7424643140742,33.0873442543361,35.9935502059182,20.6972372754776,21.3349489126349,32.0778786428316,31.3996470206949,50.9368431955447,27.139195743359,30.6525363657282,36.9655749343364,110.767586414957,80.9372359600172,0
Sep17,6506530.81376944,813086.220586053,115185.697478333,1045528.817409,1436747.50948328,57537.6419136667,168817.678699333,227998.30668152,315292.017730667,142296.276058667,165665.001556333,73520.310548,45955.2950043333,19209.6597985867,5413.786475,980691.927163307,7231.36416933333,6363945.04164375,806298.62634465,111169.743096917,1025778.30206775,1364816.93565118,57236.6323390333,168081.48591,225981.53471315,309924.10271085,140712.61527265,163053.967136683,73192.91378395,44219.9743703333,17121.7256724,4455.80726851667,973156.5756208,6524.17321441667,142585.77212569,6787.59424140333,4015.95438141667,19750.51534125,71930.5738320967,301.009574633333,736.192789333333,2016.77196837,5367.91501981667,1583.66078601667,2611.03441965,327.39676405,1735.320634,2087.93412618667,957.979206483333,7535.35154250667,707.190954916667,5.00133540848584,5,5,5,5.00034236073221,5,5,5,5,5,5,5,5,5,5,5,5,37.2855747939817,32.3038440452119,100.473608828841,25.2838410833806,38.8845914180965,40.6481215636832,20.3796418671261,27.0053136516664,34.1550693811666,32.3831436274231,54.602896108515,28.6983657275713,42.3587991278231,34.6777206519291,118.392457568113,79.7416244908866,0
Oct17,6656138.7666601,814155.318892542,114250.499992258,1059890.21912613,1502332.96096873,56429.0828254839,171012.291174193,241795.597620968,321668.71281129,143608.60835,159931.684654839,74404.3662767742,49402.7069148387,17742.2261207613,5793.36309225806,990928.291899948,5286.6840083871,6539580.11595616,808306.369388661,111172.343828048,1036683.91394287,1454696.44114552,56080.5803045645,170321.746422952,240170.471895064,315951.184096516,142472.836085274,157988.429521177,73735.8628053065,48568.2891741774,16801.8564618387,5274.05211640323,988660.364874935,4912.31532956452,116558.650703922,5848.94950388065,3078.15616420968,23206.3051832581,47636.5198231996,348.502520919355,690.544751241935,1625.12572590322,5717.52871477419,1135.77226472581,1943.25513366129,668.503471467742,834.41774066129,940.369658922581,519.310975854839,2267.9270250129,374.368678822581,5.00531753439667,5,5,5,5.01812005063981,5,5,5,5,5,5,5,5,5,5,5,5,36.9269878585543,32.8541733321967,84.1661015026172,28.798126045364,33.9419045724585,37.6847961484938,23.351349378719,32.2673649522938,33.7078402710885,33.8332901496286,54.7317712879252,30.6631821129679,55.4142511199267,34.2248673325844,133.691140168848,79.6679060421522,0
Nov17,6658355.66565722,830689.92406988,120441.228234667,1089761.41351067,1444821.00166352,56403.9000336667,173097.641959333,240581.618912,321482.895966774,143597.092866,160944.475986667,77145.1406626667,48987.7121243333,17729.3271013733,6658.25749433333,989942.79743284,5494.88137,6582683.40182911,821165.797665683,116650.129148583,1075182.14677507,1434659.97092607,55937.7795217,172212.181887567,237864.209910217,319661.889140133,142433.724264817,159202.487249033,76844.71622965,48061.3021191167,16732.2043367167,5774.46920553333,987428.49679105,5221.58940493333,75672.2638281133,9524.12640419667,3791.09908608333,14579.2667356,10161.0307374533,466.120511966667,885.460071766667,2717.40900178333,1821.00682664,1163.36860118333,1741.98873763333,300.424433016667,926.410005216667,997.122764656667,883.7882888,2514.30064179,273.291965066667,5.00132160668568,5,5,5,5.00017316740014,5,5,5,5,5,5,5,5,5,5,5,5,36.5713737835202,31.8599884544353,96.5281474264996,25.2994912295574,36.248369133982,33.4984471933115,23.2414808423517,24.2429793870493,34.7429290134271,36.2206039614002,54.6481047078431,33.1248205941854,59.904954841823,32.9709798328136,121.656274507619,80.4212853495778,0
Dic17,6936338.08327802,854153.558094103,129560.48668129,1165671.29070355,1518550.53489378,56070.0875083871,181249.55076129,254932.121145807,335334.976803845,147030.228327742,165201.985287419,76437.8797774194,50889.9074048387,17439.9422295226,5849.99757129032,1060711.81174505,4819.19772225806,6742453.86746742,844995.125303919,124329.186528258,1111898.88317932,1471517.31678997,55776.9735771613,179635.620543823,236533.528764516,329503.689208435,145553.727006323,161930.589808129,75803.6662863548,49734.9338734355,16756.7391405323,5240.56058135484,1056938.15177808,4276.00106353226,193884.215810606,9158.43279018387,5231.30015303226,53772.4075242258,47033.2181038129,293.113931225806,1613.93021746774,18398.5923812903,5831.28759540968,1476.50132141935,3271.39547929032,634.213491064516,1154.97353140323,683.203088990323,609.436989935484,3773.65996696452,543.196658725806,5.00113157980768,5,5,5,5.00015722529172,5,5,5,5,5,5,5,5,5,5,5,5,34.1566692092025,31.0343822681933,82.8864575677777,24.8321699442315,34.2939752727957,32.4726350838388,20.7763579322266,22.0423065258636,31.9282963574661,36.3478835021652,51.0776529251545,30.7764533277621,43.2228900208592,25.6078582813336,107.028252778322,81.7322341189022,0
Ene18,6909694.19762506,875895.752905781,127959.752721935,1110162.30894484,1502881.61280802,55323.0442480645,184712.259252581,259548.626507097,347433.149216452,150129.272008064,155904.179827419,76197.4214406452,56574.8476393548,17556.0893709419,5359.95933129032,1054183.96735988,3330.86891548387,6799581.48254888,870026.125565693,125336.842415194,1070399.47224579,1491919.63466938,55015.784969871,183960.509174919,258321.710636193,341431.349361484,148813.174765919,153556.17462429,75908.6881887581,54350.0257159355,16564.8991721452,3330.00095858065,1045149.31403856,2868.85428972581,110112.715076186,5869.6273400871,2622.91030674194,39762.8366990484,10961.9781386413,307.259278193548,751.75007766129,1226.91587090322,6001.79985496774,1316.09724214516,2348.00520312903,288.733251887097,2224.82192341935,991.190198796774,2029.95837270968,9034.65332131935,462.014625758065,5.02165564738071,5,5,5,5.09660937073283,5,5,5,5,5,5,5,5,5,5,5,5,34.8472751082779,31.9994926881251,84.9848566903386,26.0695590406948,31.9271990196265,30.7762800007593,23.0131147702097,26.1762016606941,35.3665862829929,38.7223606120228,37.8453931986991,32.2143724054336,35.1488869267,22.1259117849133,121.82459614261,83.1335987390129,0
Feb18,6938152.46069886,866981.519604986,158590.276842143,1120986.6203225,1482990.09771962,55479.0831682143,185361.298722857,273765.183360714,346795.592107143,150959.202738214,145886.870044315,72184.3647657143,57388.5903392857,16719.3774925286,5061.38056035714,1065570.44718666,3053.91285428571,6853320.94970115,863766.400053107,156674.758164786,1104963.40981095,1464614.6284295,55112.7226106607,184458.963506161,272332.663066125,340575.45681875,149598.399605036,146564.729369232,71802.8414388214,56407.9025159107,16374.1863031607,3823.26202610714,1063882.70184046,2842.55788092857,84831.5109977108,3215.11955187857,1915.51867735714,16023.2105115536,18375.4692901179,366.360557553571,902.335216696429,1432.52029458929,6220.13528839286,1360.80313317857,-677.859324917857,381.523326892857,980.687823375,345.191189367857,1238.11853425,1687.74534619286,211.354973357143,5.00077361449776,5,5,5,5.00007237799038,5,5,5,5,5,5,5,5,5,5,5,5,36.8744493284353,31.8927246816609,87.1172033554145,29.5405643383913,33.2287437792494,37.564853702442,22.5264415057174,26.097493384685,32.2515802647438,39.7070322025795,33.0993435139237,31.7610244522884,37.735415897519,22.4439738784195,152.390166886328,82.8630644017357,0
Mar18,6919460.49791467,874137.342352709,145643.769385161,1081368.56526226,1483273.31591965,54725.1833316129,185942.872296774,271386.298195807,346928.741183548,149303.695881613,151361.337814194,72362.682006129,55039.8667583871,16685.3005068258,7947.63721,1058131.0256844,4476.79952645161,6794471.52595975,868354.486508629,142794.775770226,1051689.81573739,1467596.2725536,54475.3858932419,185339.159383629,266565.942223016,342008.394761419,148097.754892242,149624.414439855,71692.8785470806,53223.649924129,16256.8206694194,6858.56160067742,1052300.87887969,2861.37112953226,124988.971954929,5782.85584408065,2848.99361493548,29678.749524871,15677.0433660548,249.797438370968,603.712913145161,4820.35597279032,4920.34642212903,1205.94098937097,1736.92337433871,669.803459048387,1816.21683425806,428.479837406452,1089.07560932258,5830.14680470645,1615.42839691935,5.00109449756334,5,5,5,5.00005398396229,5,5,5,5,5,5,5,5,5,5,5,5,36.0695203101631,29.4391128962622,87.849410154369,25.0889639597038,36.0058049514248,41.7961371282458,22.6813957243424,25.8657429955658,31.9013963192551,41.5127117052529,37.7207268597918,33.6130664741879,31.1521989402333,22.6290292845339,145.764673661619,82.0671122079483,0
Abr18,6840574.55112399,888168.114823026,136770.982115333,1017632.756963,1439418.54879708,53784.567375,187485.527993667,277808.193058667,354481.945022333,149843.825638333,151718.556532667,71543.35863,53259.6249596667,16401.87531988,9955.21167833333,1027644.1880298,3480.91352466667,6729032.22849385,881702.945310867,134475.588454217,999648.664009033,1421830.32927635,53451.26982995,186801.38762135,273486.870171917,348347.532986183,148826.020090217,149415.767351333,71236.1742253167,52517.7109459333,16139.10066485,8670.10595941667,1025596.90170392,2752.60316773333,111542.322630137,6465.16951216,2295.39366111667,17984.0929539667,17588.21952073,333.29754505,684.140372316667,4321.32288675,6134.41203615,1017.80554811667,2302.78918133333,307.184404683333,741.914013733333,262.77465503,1285.10571891667,2047.28632588333,728.310356933333,5.00487232707246,5,5,5,5.00001687970817,5,5,5,5,5,5,5,5,5,5,5,5,32.0924663669408,29.1078973296395,78.5317055180433,18.7965706043136,31.3399982923114,33.8701314021083,21.9938847431776,22.4352110534038,32.2228044378256,44.2289620903005,36.4501319937126,34.8418937856223,24.9462593012028,24.9326663652702,138.918196490258,80.4623619791613,0
May18,7024468.89368744,905792.329519264,146170.672284839,1057924.03905452,1473816.2553069,54706.1855822581,193092.747107419,272550.465687419,348187.608315548,150770.57372,150729.205827097,71246.4525383871,62214.5305025806,16384.2754924903,9439.02148548387,1028648.61187355,3914.21103645161,6908681.63488611,896139.967858758,143452.914848919,1040013.72442069,1462484.57002318,54198.2735050484,191410.833639161,267991.197630032,346349.234832742,149810.563041097,148019.578932258,70785.0303880968,60729.8951712419,16106.7234450484,8343.41341754839,1026536.57129355,3609.25054785484,115787.258801317,9652.36166050645,2717.75743591935,17910.3146338226,11331.6852837237,507.912077209677,1681.91346825806,4559.2680573871,1838.37348280645,960.010678903226,2709.62689483871,461.422150290323,1484.63533133871,277.552047441935,1095.60806793548,2112.04058,304.960488596774,5.01007479426118,5,5,5,5.0402177452598,5,5,5,5,5,5,5,5,5,5,5,5,28.8856474128952,26.5549351327731,65.1603345281174,16.3254118054791,26.4971252459401,35.5925384381766,20.5619711358113,20.7488253732233,30.9910138319437,43.3416872072665,35.812558661735,34.4738702942828,24.0856720308984,27.6809867243446,141.850756762363,78.0870548199012,0
Jun18,7293014.41070732,891681.37954248,169065.675377333,1139021.683586,1416728.42207739,54305.9199463333,193974.028986667,522389.446989333,352763.310245373,150588.054680333,150796.440074333,73662.4953376667,70393.446565,16241.23923208,8465.45292133333,1062029.30938944,6933.838288,7161763.42771953,881764.034956433,163479.148394683,1112585.22121637,1400892.78151239,53889.1010492667,192352.353501883,516875.443273682,351086.036712967,149524.816272883,148045.089950683,73266.3687659333,68333.4845645333,15960.8087776,6908.86996125,1054828.30340347,5755.1089265,131250.982987798,9917.34458604667,5586.52698265,26436.4623696333,15835.6405649972,416.818897066667,1621.67548478333,5514.00371565109,1677.27353240667,1063.23840745,2751.35012365,396.126571733333,2059.96200046667,280.43045448,1556.58296008333,7201.00598597333,1178.7293615,5.18736853160018,5,5,5,5.00826150750975,5,5,9.824,5,5,5,5,5,5,5,5,5,28.4286371037917,26.9397111862869,64.3885283865831,16.1867413371812,27.7210044682376,34.3834733518724,19.8979391432541,22.3738391328543,31.1724177545962,42.1729335831314,35.0167640483147,34.6407313219104,23.5176294950611,28.9861574296025,165.939564696938,77.3314073547397,0
Jul18,7112633.26556629,897940.85149609,164680.536449032,1189378.61863161,1465049.92485466,53481.5335867742,196281.311788387,272270.383885161,356450.070259445,146350.964442581,150114.358647742,73263.7314851613,62619.4059658065,16411.5324264258,10178.6060632258,1071598.63682819,5925.66832612903,6976946.11245125,890019.541666484,161661.416163242,1120937.54509121,1451284.12698897,53038.3192159839,194244.999498468,269094.377536122,354775.429825919,145241.024804597,147400.396922984,72863.6740961774,61048.8153998387,16058.282245129,7173.4421286129,1067320.8766804,5607.90821308064,135687.153115042,7921.30982960645,3019.12028579032,68441.0735404032,13765.7978656861,443.214370790323,2036.31228991935,3176.00634903946,1674.64043352581,1109.93963798387,2713.96172475806,400.057388983871,1570.59056596774,353.250181296774,3005.1639346129,4277.76014779032,317.760113048387,5.01088639124041,5,5,5,5.0204606668357,5,5,5.1104,5,5,5,5,5,5,5,5,5,27.1013245053994,26.5749193041032,53.4812021169102,13.0355508879018,0,0,0,19.7390335885415,0,42.7253281331434,34.5668129025656,0,26.2342514143734,0,0,78.4223528825208,0
